Date,SPY_Close,VIX_Close,SPY_Log_Returns,SMA_20,Volatility_20
2010-02-02,83.05936431884766,21.479999542236328,0.012030644670445172,84.34800453186035,0.010618519691001575
2010-02-03,82.64551544189453,21.600000381469727,-0.004995021728019825,84.20503311157226,0.010605861826725054
2010-02-04,80.09458923339844,26.079999923706055,-0.03135226152086466,83.93150405883789,0.012479993207824556
2010-02-05,80.26014709472656,26.110000610351562,0.00206489591694686,83.64819374084473,0.012421028008005416
2010-02-08,79.68067169189453,26.510000228881836,-0.007246154455842228,83.32161369323731,0.012344082048562039
2010-02-09,80.68150329589844,26.0,0.012482302623218712,83.0390552520752,0.012835421185473567
2010-02-10,80.52348327636719,25.399999618530273,-0.0019604861301605564,82.78885421752929,0.01276028875235143
2010-02-11,81.36626434326172,23.959999084472656,0.010411884543779113,82.5446720123291,0.01286202105029984
2010-02-12,81.29857635498047,22.729999542236328,-0.0008322387542083097,82.28544120788574,0.012804969103325587
2010-02-16,82.57776641845703,22.25,0.015611967212753854,82.13870506286621,0.013301796793701526
2010-02-17,82.96906280517578,21.719999313354492,0.004727328421401004,81.95810813903809,0.012978008433457765
2010-02-18,83.45816040039062,20.6299991607666,0.0058776322027942925,81.84598541259766,0.012949041447332178
2010-02-19,83.63126373291016,20.020000457763672,0.0020719850504830797,81.82491531372071,0.012241128573494022
2010-02-22,83.64632415771484,19.940000534057617,0.00018006506472622544,81.89828186035156,0.011060761816372519
2010-02-23,82.6304702758789,21.3700008392334,-0.012218981301353049,81.89978866577148,0.01138621710126852
2010-02-24,83.39049530029297,20.270000457763672,0.009155835603466294,81.95660247802735,0.01151672795978782
2010-02-25,83.27760314941406,20.100000381469727,-0.0013546943799556143,81.98820686340332,0.011484282593946257
2010-02-26,83.33028411865234,19.5,0.000632394682602475,82.06985321044922,0.011136613928636085
2010-03-01,84.19561767578125,19.260000228881836,0.010330835339372629,82.23916282653809,0.01095227468326155
2010-03-02,84.42890930175781,19.059999465942383,0.0027669969369636324,82.35730361938477,0.01049458827681933
2010-03-03,84.5041275024414,18.829999923706055,0.0008905091280811972,82.42954177856446,0.010193041847464605
2010-03-04,84.76000213623047,18.719999313354492,0.0030233792504525455,82.53526611328125,0.010107871384590704
2010-03-05,85.9714584350586,17.420000076293945,0.014191603904103922,82.82910957336426,0.007037041065970527
2010-03-08,85.98655700683594,17.790000915527344,0.00017560765373273942,83.11543006896973,0.007070491159949604
2010-03-09,86.1295166015625,17.920000076293945,0.0016612001959514882,83.43787231445313,0.00662826221065704
2010-03-10,86.51329040527344,18.56999969482422,0.004445878082016772,83.72946166992188,0.0063162933090683306
2010-03-11,86.87446594238281,18.059999465942383,0.004166108001063065,84.04701080322266,0.006185276017080422
2010-03-12,86.88201904296875,17.579999923706055,8.693892019438792e-05,84.322798538208,0.006033011264541434
2010-03-15,86.9045639038086,18.0,0.00025945456299368016,84.60309791564941,0.005998692507738262
2010-03-16,87.59684753417969,17.690000534057617,0.007934460318613435,84.85405197143555,0.005386005475188458
2010-03-17,88.11605834960938,16.90999984741211,0.005909780206056595,85.11140174865723,0.005412962030758126
2010-03-18,88.07093048095703,16.6200008392334,-0.0005122724434847513,85.34204025268555,0.005423323083018888
2010-03-19,87.62513732910156,16.969999313354492,-0.005074605414561547,85.54173393249512,0.005694815812392404
2010-03-22,88.09358978271484,16.8700008392334,0.005331857009251073,85.76409721374512,0.0057088273256700696
2010-03-23,88.71317291259766,16.350000381469727,0.0070086195418594555,86.06823234558105,0.004593773377849148
2010-03-24,88.28247833251953,17.549999237060547,-0.004866734602067089,86.31283149719238,0.0047604656853021295
2010-03-25,88.13894653320312,18.399999618530273,-0.0016271473954328126,86.55589866638184,0.004773504279755975
2010-03-26,88.0860366821289,17.770000457763672,-0.0006004807229791136,86.79368629455567,0.004811279925316493
2010-03-29,88.6451644897461,17.59000015258789,0.006327458528876204,87.0161636352539,0.004556941694676779
2010-03-30,88.70561218261719,17.1299991607666,0.0006816738708001492,87.22999877929688,0.004576132229438401
2010-03-31,88.40338897705078,17.59000015258789,-0.003412853067145313,87.42496185302734,0.0047521279360698415
2010-04-01,89.00787353515625,17.469999313354492,0.006814526753116647,87.63735542297363,0.004858785601039336
2010-04-05,89.73323822021484,17.020000457763672,0.008116416642529909,87.82544441223145,0.004235723225866357
2010-04-06,89.94479370117188,16.229999542236328,0.002354829652294572,88.02335624694824,0.004210450010118143
2010-04-07,89.43099975585938,16.6200008392334,-0.005728703305526011,88.18843040466308,0.004573471324947958
2010-04-08,89.74076080322266,16.479999542236328,0.0034577028769979348,88.34980392456055,0.004549576344075801
2010-04-09,90.33014678955078,16.139999389648438,0.006546177824334501,88.52258796691895,0.0046440086815274645
2010-04-12,90.47370147705078,15.579999923706055,0.0015879608652376003,88.70217208862304,0.004624396818493255
2010-04-13,90.54168701171875,16.200000762939453,0.0007511575499987044,88.88402824401855,0.0046158132585729485
2010-04-14,91.56927490234375,15.59000015258789,0.011285413969404641,89.08264961242676,0.004893139778219953
2010-04-15,91.64484405517578,15.890000343322754,0.0008249272222845118,89.25908889770508,0.004822793774287734
2010-04-16,90.18653106689453,18.360000610351562,-0.016040622868538055,89.36486892700195,0.006273937890712657
2010-04-19,90.52656555175781,17.34000015258789,0.0037632567038676603,89.50994033813477,0.006119037530148694
2010-04-20,91.33506774902344,15.729999542236328,0.008891457853237032,89.6720142364502,0.006282012818444921
2010-04-21,91.16881561279297,16.31999969482422,-0.0018219029552156746,89.79479637145997,0.006207036832638781
2010-04-22,91.44082641601562,16.469999313354492,0.002979152703911793,89.95271377563476,0.006038073722480666
2010-04-23,92.0377197265625,16.6200008392334,0.006506432809917297,90.14765243530273,0.006071923272160272
2010-04-26,91.69015502929688,17.469999313354492,-0.0037834771923900825,90.32785835266114,0.0061887913025978816
2010-04-27,89.52166748046875,22.809999465942383,-0.02393432212424377,90.37168350219727,0.008385766823702507
2010-04-28,90.20166015625,21.079999923706055,0.007567141444691887,90.44648590087891,0.008533994971081708
2010-04-29,91.3199462890625,18.440000534057617,0.012321401320464347,90.59231376647949,0.008841375021157406
2010-04-30,89.77095031738281,22.049999237060547,-0.01710780365154778,90.63046760559082,0.00968042770030181
2010-05-03,90.93457794189453,20.190000534057617,0.012878894403772318,90.6905345916748,0.009934768917615728
2010-05-04,88.79631042480469,23.84000015258789,-0.023795224387113224,90.63311042785645,0.011324278537196624
2010-05-05,88.26737976074219,24.90999984741211,-0.005974485642230211,90.57492942810059,0.01133022033902824
2010-05-06,85.33567810058594,32.79999923706055,-0.0337779810472938,90.35467529296875,0.013475140397565599
2010-05-07,84.06632232666016,40.95000076293945,-0.01498659435583769,90.04148406982422,0.013572789363024657
2010-05-10,87.76869201660156,28.84000015258789,0.043098815276477485,89.90623359680175,0.0171177638959864
2010-05-11,87.5193099975586,28.31999969482422,-0.002845399393379177,89.75511474609375,0.017111564502340904
2010-05-12,88.74337768554688,25.520000457763672,0.013889353241401987,89.6138198852539,0.01722507704974294
2010-05-13,87.64025115966797,26.68000030517578,-0.012508427409783454,89.41359024047851,0.017384896047597697
2010-05-14,86.05352783203125,31.239999771118164,-0.018270861249939672,89.20694007873536,0.017484981392929165
2010-05-17,86.09886932373047,30.84000015258789,0.000526759934764321,88.98555526733398,0.01744038862034941
